Pathway	P10T2	P10T3	P10T4	P11T1	P11T2	P11T3	P12T1	P12T4	P13T1	P13T4	P14T1	P14T4	P15T1	P15T2	P15T3	P16T1	P16T3	P16T4	P17T1	P17T2	P17T4	P18T1	P18T2	P18T3	P18T4	P19T1	P19T4	P1T1	P1T3	P1T4	P20T1	P20T2	P20T4	P21T1	P21T2	P21T4	P22T1	P22T4	P23T2	P23T3	P23T4	P24T1	P24T2	P24T3	P24T4	P25T1	P25T3	P25T4	P26T1	P26T3	P26T4	P27T1	P27T2	P27T3	P27T4	P28T2	P28T3	P28T4	P29T1	P29T2	P29T3	P29T4	P2T2	P2T3	P30T1	P30T2	P30T3	P30T4	P31T1	P31T2	P31T3	P31T4	P32T1	P32T3	P32T4	P33T1	P33T4	P34T1	P34T3	P35T1	P35T3	P36T1	P36T3	P36T4	P37T1	P37T3	P37T4	P38T1	P38T3	P39T1	P39T4	P3T1	P3T3	P3T4	P4T1	P4T3	P4T4	P5T1	P5T2	P5T3	P5T4	P6T1	P6T3	P6T4	P7T1	P7T3	P7T4	P8T1	P8T2	P8T3	P9T1	P9T2	P9T3	P9T4
PWY-6215	0	0	0	0	0	0.302459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.281234	0	0	0	0	0	0	0.603938	0	0	0	1.2364	0	0	0	0	0	0	4.54275	0	0	0	0	0	0	0	0	0	0	0	0	0.429719	0	0	0	0.215741	1.91644	0	0	0	0	0	0.31123	0	0	0	0	0	0	0	0	0	2.63496	0	0	0.719338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-621	71.4419	95.388	117.819	302.567	372.056	138.071	110.798	210.273	133.466	70.2425	204.158	98.8242	356.318	214.303	241.363	331.999	240.972	311.197	61.302	24.7442	99.747	105.267	124.397	155.914	148.871	86.8881	13.5356	163.699	223.81	276.391	141.721	35.146	127.284	257.488	164.046	62.3612	140.279	109.542	250.142	134.086	184.19	179.069	178.149	106.605	75.8451	121.552	83.0514	157.173	443.965	129.071	51.6196	230.677	249.13	280.464	79.2325	220.195	271.182	253.95	188.314	227.709	102.34	128.276	15.573	163.462	298.505	110.371	70.1881	104.34	123.63	162.596	81.0651	153.631	65.5493	106.558	163.711	109.471	166.856	126.667	144.017	130.45	147.057	139.241	19.7046	248.087	141.164	164.554	184.827	168.23	127.254	150.404	93.0102	136.256	163.606	157.857	146.7	189.85	21.7	208.841	206.543	211.538	228.675	115.188	65.2933	36.0227	184.784	18.3439	115.94	34.4148	32.5181	357.301	171.412	235.271	508.099	233.25
PWY-622	0	26.9077	9.46145	0	4.78587	114.55	0	141.453	27.7854	402.415	31.0236	0	15.9714	414.064	0	0	366.092	434.237	351.738	0	161.962	107.939	226.994	220.124	259.693	222.197	0	0	197.757	367.93	426.898	13.3765	128.98	400.653	387.036	96.8888	310.412	30.4293	0	200.743	140.355	244.722	46.2167	7.34256	55.4757	119.019	281.03	386.215	361.696	341.537	72.6076	326.709	137.297	0	10.9372	37.8739	100.136	20.6193	287.353	156.463	42.8898	36.4877	8.04654	409.011	230.252	50.2931	183.338	114.127	2.90496	238.669	38.3583	193.833	93.801	46.5443	176.755	106.806	218.464	56.8893	90.8464	326.158	248.578	22.6901	25.9947	68.1485	335.892	111.423	47.76	198.382	247.076	91.5765	149.722	183.73	29.357	34.4649	330.886	225.974	253.017	98.7329	0	117.867	180.747	257.952	66.5368	41.5197	143.681	8.50328	429.443	0	0	0	28.5276	451.185	179.787	14.3426
PWY-6270	236.78	325.665	271.43	300.874	17.6072	282.663	229.277	332.457	243.117	436.679	246.87	240.016	38.7373	279.88	241.883	341.123	355.21	376.672	457.221	342.292	312.142	192.433	328.863	285.044	279.208	501.964	321.172	237.369	354.669	346.695	244.603	124.276	292.743	418.061	325.03	151.22	452.269	189.386	327.984	319.187	343.638	351.454	349.238	462.648	391.406	322.316	426.802	438.842	349.36	331.974	368.297	382.61	298.263	276.884	287.171	303.252	385.915	306.512	338.332	396.806	416.463	265.725	2.64745	402.207	399.087	272.423	337.945	318.465	244.566	360.082	284.743	350.007	320.769	312.207	450.337	444.427	235.475	288.396	445.116	229.646	229.831	237.08	309.715	301.166	497.613	374.695	309.939	283.599	255.365	304.219	321.267	272.061	421.348	477.397	440.654	325.088	105.745	187.043	265.799	413.019	415.474	357.946	333.889	315.777	312.484	383.279	466.518	298.841	228.912	304.205	512.077	490.177	172.541	415.195
PWY-6277	321.836	465.861	459.791	662.159	449.116	444.633	398.491	464.006	436.473	767.848	471.648	730.996	467.775	525.831	472.787	370.96	538.594	721.294	591.855	443.617	424.574	269.951	534.704	489.235	484.44	601.229	538.492	444.426	599.364	799.095	632.006	457.196	407.646	603.994	684.183	537.882	602.987	449.025	496.162	605.776	536.607	514.295	455.029	584.648	659.211	588.272	573.69	639.033	601.036	574.726	485.398	534.291	407.649	435.342	459.972	427.05	589.837	534.383	556.827	595.62	601.601	439.235	601.466	636.402	589.19	475.742	522.723	508.253	454.59	425.675	439.228	513.538	450.095	524.943	654.277	543.147	478.027	524.033	617.576	455.317	679.278	410.501	454.859	381.209	625.076	551.661	570.183	387.465	447.207	454.164	575.077	470.266	605.733	554.982	532.515	447.814	443.357	351.155	445.878	579.453	532.233	562.338	497.55	470.678	398.39	453.642	622.486	675.627	732.846	468.406	579.115	523.573	637.014	462.613
PWY-6282	249.496	149.834	158.378	0	599.211	277.513	73.3305	97.0799	36.9574	56.3763	43.387	10.0626	10.2189	296.204	267.028	70.9737	179.442	93.1418	81.3492	11.6204	122.248	115.519	134.302	86.2361	105.142	62.4769	143.309	58.6228	107.092	27.8237	238.25	47.4517	78.3995	107.588	156.494	45.6294	77.2509	42.7167	172.499	147.86	171.191	132.767	156.065	58.2865	73.9616	325.718	146.296	53.4117	81.2363	51.9337	54.9104	49.0651	259.233	151.244	81.2864	306.773	123.299	230.298	83.0996	125.019	141.906	218.519	4.11111	153.473	165.498	178.469	163.255	108.284	46.0285	115.48	121.346	100.369	138.058	30.9029	14.9996	98.9399	103.312	232.339	50.7753	126.38	134.836	198.398	158.559	289.429	132.399	106.622	171.571	164.103	148.236	215.12	169.729	100.485	103.296	105.924	136.235	38.663	155.371	75.2928	72.5241	84.203	88.8315	118.54	66.8988	38.7808	133.577	11.9535	74.8682	41.4918	2.46402	295.689	55.1843	213.629	137.216	35.9793
PWY-6284	88.6301	106.725	19.6613	0	685.128	148.231	0	23.1701	12.0637	49.2104	0	11.1643	7.14365	32.416	180.701	0	18.5824	16.625	30.3169	4.90128	102.142	95.9953	65.0602	37.2261	26.4595	57.2927	19.3062	11.0774	23.9651	6.95393	16.9343	13.6251	76.3317	41.3764	59.5578	1.3943	50.6174	46.6556	43.0427	47.1097	69.2937	90.3861	115.465	54.6128	9.98003	24.8598	131.634	9.4878	19.1406	32.0473	60.3041	17.2921	64.4264	11.4019	28.3685	158.281	0	37.6715	89.8067	48.4708	22.912	67.7242	4.56512	112.8	176.807	42.2597	69.3562	20.9535	6.4302	95.4603	32.5489	22.2241	32.0131	29.0927	16.6109	0	47.5901	25.538	24.2851	6.76593	2.46324	51.0924	11.9937	8.49405	63.3716	64.7478	41.3069	35.7747	34.0707	112.856	90.0952	51.75	42.88	21.6404	110.482	0	11.522	0	0	56.1571	67.468	29.7474	5.01961	14.9541	67.5642	0	67.017	37.588	3.09537	18.1076	17.3492	0	145.879	4.68195
PWY-6285	131.886	113.732	36.3027	0	596.255	197.348	0	40.1697	20.2141	59.2047	0	12.4808	8.89499	59.0663	224.833	0	0	15.3081	22.861	7.92498	71.5114	96.3322	63.0265	0	0	0	31.3098	19.9291	0	0	0	21.6834	75.1118	62.6698	82.992	0	57.2815	41.0921	72.1822	64.9407	103.863	103.156	135.41	41.7548	0	0	115.033	0	32.1604	0	0	27.9795	105.918	21.714	46.1312	209.277	0	63.4489	65.4831	74.1838	40.8863	107.924	0	131.99	111.893	69.0769	103.869	37.1454	12.3262	82.8492	49.1204	0	49.3715	25.7525	0	0	37.8996	46.9802	17.835	13.3217	0	84.6521	0	16.543	47.0912	32.4535	69.6685	61.3646	35.319	136.562	25.0738	61.5256	14.483	37.9231	0	0	18.4241	0	0	27.0519	0	43.1744	9.61288	19.7144	95.8349	0	0	48.0163	3.49924	34.2416	28.3788	0	0	0
PWY-6292	0	42.6164	23.5571	46.3061	3.99562	3.50972	56.7093	50.3089	0.832731	2.46172	123.03	19.0184	14.2839	38.5962	7.81311	15.6548	86.121	232.775	178.694	41.6011	104.427	50.3944	38.9741	59.7296	95.6074	167.082	78.6242	61.602	40.5487	33.7253	211.683	15.1436	72.0283	162.294	221.815	24.2715	70.1648	74.0147	52.0095	40.3864	72.0736	71.275	85.1662	55.4273	108.888	135.756	137.612	89.8638	164.167	101.222	85.2226	110.709	114.6	12.0071	80.0139	21.5235	139.208	105.118	102.564	85.4349	122.869	72.187	2.59483	93.3073	91.7152	69.3078	82.6939	75.764	36.4281	63.6868	57.2073	94.4295	121.168	78.4515	119.412	49.278	15.3287	71.6433	59.9612	70.9476	84.0308	63.3753	51.5402	98.4084	95.0653	117.668	136.278	30.1929	86.9682	125.642	67.5636	55.4052	81.9988	79.943	123.744	79.2214	11.1633	3.77913	152.582	96.5166	92.605	126.594	53.9678	65.3255	43.348	62.7416	106.488	11.4088	515.44	138.692	34.159	197.635	14.3275	70.702
PWY-6293	0	21.8302	15.295	4.04345	2.33769	8.35374	25.4881	5.75529	8.74851	44.0773	0	0	33.3076	24.3818	18.6572	0	26.196	5.50463	4.07982	0	7.18301	12.4673	34.8001	0	0	0	6.03787	2.39992	13.792	10.7025	3.14926	3.48395	11.9353	14.4462	29.2067	1.33391	23.4429	0	46.6992	13.7604	37.5693	24.8067	57.3376	12.4406	0	0	17.8228	37.2739	18.7195	3.84714	5.33192	2.26846	20.4554	3.9652	10.4981	38.5691	1.03384	8.46828	135.691	22.8988	21.7581	35.0792	4.69296	51.9199	18.5705	16.284	24.3309	13.3965	30.5361	15.4731	6.92202	0	4.09727	7.57375	0	5.53485	5.15513	12.0386	0	0	65.7589	19.207	2.20278	53.498	1.38774	2.60749	18.8485	7.04559	7.61166	50.1261	5.82561	8.49221	2.71527	6.21395	19.4277	3.74106	10.9278	3.48172	0	1.43802	1.25267	51.4862	5.9563	0	48.941	2.94285	21.3674	0	78.9708	78.3	8.13748	0	0	0
PWY-6305	131.693	97.0076	83.6824	43.405	3.32304	179.273	72.704	58.0412	5.78861	108.392	172.872	35.1832	4.21507	37.9704	240.242	0.739208	65.1664	12.3951	32.2387	22.0993	91.1938	53.797	70.4355	60.5133	107.57	32.8021	145.498	67.0064	45.9803	1.63376	25.1003	22.0798	34.9858	44.866	89.6506	6.85517	93.5152	25.8126	62.763	43.6694	101.736	70.9593	146.2	34.8335	67.6958	225.826	60.3606	13.0286	14.9347	12.4248	62.6223	51.4769	88.5975	12.7948	48.8759	171.677	93.3423	122.984	45.1427	106.728	59.6517	101.23	0	78.5181	52.1331	119.295	56.7175	48.3078	78.4584	46.3997	64.7049	87.237	124.328	113.409	85.9352	63.6224	13.0451	126.395	82.2357	39.0176	58.0145	104.103	88.2045	158.93	22.5765	76.8722	110.258	72.5187	83.6897	94.7359	69.6475	58.5428	64.7181	88.2273	33.8217	99.3913	58.3591	38.5461	176.864	85.5172	115.673	65.3418	91.2729	64.9006	126.02	21.9624	55.7134	9.98838	18.3892	298.668	44.2833	22.7824	1.4437	61.6508
PWY-6307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67818	0	0	0	0	0	0	0	0	0	0	0.329549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.609265	0	0	0	0	0	0	0	0	0	0	0.433365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6317	161.304	261.198	266.406	557.862	483.807	284.238	198.531	375.948	324.112	248.093	214.486	122.058	399.737	446.946	329.677	21.8554	390.651	451.404	386.814	364.429	252.531	179.693	409.428	329.201	337.956	502.788	353.11	344.941	319.582	321.931	379.862	251.99	254.434	444.612	304.782	179.253	458.958	279.233	322.275	378.509	294.894	314.952	277.166	457.404	360.305	301.692	355.453	399.056	264.367	322.711	328.529	325.651	337.907	222.122	276.678	271.719	456.423	288.634	383.085	420.536	366.103	276.841	443.55	282.026	464.684	287.97	268.491	296.63	234.77	269.218	235.833	274.306	227.665	243.572	472.445	176.231	235.673	293.802	397.882	369.019	235.033	274.62	165.774	225.502	514.3	449.621	348.99	299.246	403.24	281.392	252.838	288.734	455.178	485.719	397.453	393.608	254.851	276.504	219.915	437.93	473.632	294.02	314.408	293.366	372.263	448.951	336.055	549.77	691.345	340.852	580.066	502.172	558.368	382.048
PWY-6318	0	1.31867	1.29094	0	0	1.92893	0	0.545423	0	0.278394	0	0	0.374438	0	10.6688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.97065	1.81672	1.55164	0.273158	0.800941	0	0	0	0	0	0	0	0	0	1.07961	0	0	0.87406	0	2.03347	0	6.73632	1.43184	1.34253	0	3.32201	0	3.30142	6.45123	5.4615	0	0	0	0	1.72644	0	0	0	0.965175	4.4547	0	0	0	3.70869	0	0.352211	0	0	1.57031	2.05345	2.7959	4.84744	0	2.52952	0.791963	3.40035	0	0	1.84167	0	0	0	0	3.16112	0.460543	0	2.40298	0	0	0	0	0	0	0	0	0
PWY-6328	0	0.340198	0	0	0	0	0	0	1.35634	0	0	0	0	0	53.6653	0	0	0.994918	0	0	0	2.51663	1.00905	0	0	0	0	0	0	0	0	0.192459	0	4.56786	5.82283	0.236088	1.16675	0	2.09267	2.12846	9.56143	0	0	3.13822	0	0.336843	0	0	0	0	0	1.72744	2.82137	0	0	0	0	0	0	6.11402	0.202565	2.80431	0	18.0023	0	6.12253	12.9464	5.05037	0	0	0	0	0	0	0	0	0.39556	5.14518	0	0	0	10.2201	0	0.925808	0	0	6.88503	5.35002	0.87665	14.2341	0	3.24221	0	1.67578	0	0	0	0	0	0	0	5.80414	0	0	7.89004	0	0	0	0	0	3.65748	0	0	0
PWY-6349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23915	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6351	0	0	0	0	1.09133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-6353	149.447	227.125	183.384	292.139	24.9227	300.672	139.084	145.772	219.268	150.095	78.2091	124.259	27.3866	76.0954	410.623	5.45711	52.8237	42.3628	75.5069	56.4315	159.487	153.461	141.245	77.8178	81.6159	100.589	81.0865	81.2463	54.7728	21.5664	75.3241	29.6456	133.215	172.06	194.58	38.9416	147.416	51.9548	194.184	156.45	259.134	161.23	227.276	179.235	97.2968	68.1955	166.56	36.3583	69.1865	47.743	163.117	102.868	203.934	149.689	197.075	365.393	190.211	170.777	86.5973	174.573	181.89	136.979	0	90.0236	179.483	129.237	138.215	128.135	145.776	123.401	85.893	62.5585	77.3132	111.506	189.913	26.6623	44.6088	68.7424	112.451	34.2675	54.5414	170.603	62.3936	75.9583	198.62	161.165	133.894	117.704	68.4017	244.314	103.787	114.933	132.86	112.135	130.903	85.6773	92.3876	26.9478	59.976	148.68	168.147	103.99	22.6834	29.5127	212.069	73.7346	148.38	93.454	13.9109	28.4913	284.954	158.5	114.105	205.443
PWY-6385	313.244	491.015	462.595	513.474	89.2189	413.428	374.947	486.63	535.895	868.953	453.081	703.686	432.396	465.923	382.634	408.537	507.447	714.65	635.138	525.774	463.222	304.428	527.959	538.983	562.194	650.085	608.917	475.306	548.572	876.066	676.358	522.905	470.986	516.324	693.168	581.624	591.929	467.499	474.65	619.73	544.285	533.336	502.01	545.766	595.312	625.712	504.948	660.126	687.033	703.477	482.402	627.914	425.319	451.528	456.599	453.574	592.123	521.244	556.023	553.773	556.482	412.443	586.964	684.382	554.211	454.863	593.428	555.946	400.78	479.305	496.692	507.534	491.148	513.028	635.253	571.905	493.582	517.576	659.79	449.237	704.266	428.245	469.697	411.063	544.422	507.252	561.485	398.101	484.218	474	588.353	487.487	578.039	565.89	517.238	470.715	570.689	360.39	410.2	544.684	555.486	589.124	565.683	541.633	455.098	553.696	662.927	723.38	893.134	448.382	609.775	524.898	541.419	482.705
PWY-6386	307.556	484.279	474.167	724.008	486.661	407.983	372.142	524.431	547.968	813.304	469.98	586.749	523.484	617.353	357.699	396.561	588.259	802.109	677.941	549.148	478.877	308.12	608.843	552.984	596.482	707.796	636.506	498.376	656.655	897.801	708.86	533.094	479.931	649.494	701.834	574.428	683.375	487.877	497.204	639.608	569.257	562.211	530.759	619.304	699.682	661.018	625.503	734.032	692.754	733.93	525.425	698.356	453.27	446.975	447.23	435.729	692.927	554.412	574.004	597.245	662.512	419.87	708.934	654.571	581.085	482.104	604.852	570.568	399.829	497.244	529.28	552.586	522.131	534.604	731.208	597.649	553.463	543.833	710.372	521.759	711.068	435.781	465.18	411.636	697.009	562.085	629.811	416.722	538.152	478.573	611.629	529.639	614.201	603.182	615.937	509.98	592.01	374.355	439.124	622.796	620.823	604.625	600.233	576.107	485.843	582.827	667.172	824.424	918.389	446.751	655.573	618.262	583.926	501.856
PWY-6387	302.54	484.958	466.698	692.616	451.65	399.998	370.519	513.131	554.704	819.335	469.366	859.266	509.786	598.329	359.932	398.611	575.34	770.482	645.489	534.864	460.872	300.424	581.351	538.137	580.741	682.966	632.887	496.237	648.096	874.359	686.144	541.074	473.668	626.909	680.928	606.07	658.525	492.256	482.635	629.391	544.859	553.999	514.239	611.747	681.222	649.241	611.1	706.605	677.521	701.163	517.749	664.993	442.317	452.085	441.224	436.536	666.251	543.002	567.42	585.064	642.615	412.324	665.119	647.701	557.311	471.517	581.288	556.614	395.747	489.777	518.215	537.916	510.762	531.439	678.663	576.241	552.929	530.709	686.019	510.493	806.403	428.33	465.35	413.295	666.928	545.294	608.51	406.297	523.28	467.194	606.498	520.646	603.632	582.306	597.144	497.524	575.951	360.747	434.359	602.515	602.107	586.557	588.349	562.9	469.234	571.96	645.961	794.923	881.792	432.685	621.857	598.886	553.002	488.581
PWY-6396	0	0	0	0	0	0	0	0	0	8.2129	0	0	0	0	2.39014	0	0	0	0	3.0539	0	0	1.1149	0	0	0	0	0	0	0	0	3.74476	0	0	0.541501	0	0	16.9992	0	0	0	0	0	0	0	2.20496	0	1.12826	0	12.8095	0	0	0	0	0	0	0	0	81.4114	0	0	0	0	41.1651	182.831	0	0	0	0	0	0	0	0	0	0	0	13.344	0	0	0	0	0	0	0	2.39592	0	1.1186	0	2.83971	0	0	0	0	2.86374	0	0	2.35817	0	0	0	0	4.56717	2.0232	0.943122	0	0	0	0	0.868983	0	0	0	435.316	1.07598
PWY-6435	0	0	1.09158	0	0.927861	0	0	0	6.42059	156.136	0	0	3.53098	0	0	0	5.86748	9.13956	15.4216	0	21.9999	15.3253	19.7568	18.944	10.6732	0	0	0	4.78352	0	34.4267	1.29158	14.7542	21.6565	97.612	3.79805	16.9716	0.931716	0	7.18315	2.36675	26.7938	4.00029	0	0	2.98179	0	5.60024	20.2886	8.72054	0	16.6903	0	0.94153	2.53257	0.657496	9.36294	1.40773	23.4393	0	0	2.0464	0	150.479	19.21	6.2941	47.0238	28.6707	0	20.629	0	3.33105	8.5519	1.62118	14.4504	0	0	8.81943	7.46957	2.03595	0	1.84362	3.30674	18.1224	0	3.18085	0.828345	0	0	8.82771	10.463	8.87291	0	0	0	0	0	0.768136	0	13.1736	4.99051	35.5042	5.78946	8.35185	16.0551	0	11.123	0	0	0	0	0	0	0
PWY-6470	36.7131	60.4608	16.4684	4.79756	16.6962	13.0346	42.9123	118.191	0	94.3469	114.414	22.7951	2.98874	102.227	97.5355	14.4799	14.68	15.9712	112.833	74.6491	88.9096	64.971	52.0431	40.0556	45.8515	133.177	119.682	77.2339	107.959	57.3132	29.5926	48.216	135.56	89.9744	76.0613	28.4859	106.359	114.356	11.7378	26.2845	19.8202	111.29	122.935	103.642	54.1812	74.4655	130.285	20.525	8.58203	14.6682	108.281	150.715	91.8756	153.216	133.9	46.3148	219.742	120.041	104.027	340.388	220.3	199.426	468.067	0	158.123	200.517	127.92	179.97	50.5812	123.823	41.0609	105.145	28.8545	102.375	143.95	58.5868	11.555	105.712	128.656	46.0565	189.373	141.488	61.0852	4.43967	100.514	213.985	155.653	127.431	174.281	100.134	102.765	121.166	218.687	26.6761	140.277	23.225	10.1583	261.43	19.3517	169.39	109.182	41.6593	13.1094	7.29881	29.6207	49.6927	149.493	78.2172	0	2.94131	124.142	136.567	11.073	118.508
PWY-6471	0	0	0	0	18.0408	0	3.32317	0	0	10.7806	121.028	4.01095	0	0	0	0	15.8742	8.70251	0	11.4205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26838	0	0	0	0	0	0	0	0	0	0	2.25427	1.46964	0	2.21518	470.169	0	0	0	0	0	7.0626	0	0	0	4.17386	38.206	0	0	0	4.37411	0	0	197.094	0	0	0	0	0	0	0	0	0	0	0	4.04471	19.6547	0	0	5.79212	272.265	0	0	0	0	4.63943	0	0	0	0	84.0826	0	0	56.0447	41.6457	0	0
PWY-6478	24.6809	1.44952	0	0	0	0	0	0	0	0	0	0	0	0	0	3.15378	0	0	0	6.09793	13.3056	1.37885	3.24968	5.08709	3.87893	0	0	2.22152	0	0	0	0	0	0	0	0	0.771967	3.7338	0	0	0	0	2.55769	0.781169	2.02177	0	0	0	0	1.2934	5.2637	0	0	0	0	0	0	0	0	0	2.73437	0.583688	0	0	0	0	0	0	0	0	0	0	0.773872	0	0	0	0	1.55644	1.39628	0	4.69373	0	0.369894	0	0	8.8727	6.55899	0	0	0	2.01685	0	2.16334	0	5.06657	3.26513	0	5.40335	0	0	0	0	0	0	5.48644	12.0667	1.32706	0	0	0	0	0.932163	0	8.65911
PWY-6507	121.847	136.76	107.546	384.12	472.89	173.601	101.553	43.6676	16.4673	64.4435	108.097	88.9342	4.99427	21.1158	69.3843	22.442	47.8499	21.1668	46.3418	14.7822	85.7325	51.2935	34.9282	32.9034	56.6329	36.4959	108.902	60.9874	54.0439	9.42305	47.7309	29.1559	13.202	99.0859	54.4211	10.353	50.717	39.5435	42.6827	54.7183	50.9761	70.6968	100.824	46.6644	57.8884	55.7823	40.9653	28.0908	31.9449	38.895	12.1425	42.7245	159.968	29.9133	80.0002	63.3006	99.0993	62.0304	111.357	98.1019	87.4437	73.5984	1.38412	81.4627	63.0391	92.9612	46.2893	47.9737	156.71	45.8353	31.8841	32.6901	64.0681	102.286	125.882	103.654	18.9298	63.1725	34.9141	125.924	70.4497	103.007	68.4348	51.1499	139.914	152.822	153.337	54.8649	32.9582	139.218	48.7025	70.9347	50.1083	44.1817	17.5448	48.6784	62.8751	52.4588	113.297	99.8215	112.596	48.065	15.3997	20.1439	28.5757	12.9047	74.0914	74.7408	37.0812	57.5725	53.4734	27.673	0.813752	79.0532
PWY-6518	0	1.9012	1.0408	0	0	2.31753	0	0	0	0	1.33523	0	0	0	0	0	0	0	1.36832	0	0	0	1.8821	1.2303	0	1.42666	8.66199	0	0	0	0	0	0	0	0	0	2.39652	0	0	3.76384	2.48921	0	0	0	0	0	2.17882	0.728837	0	0	0	1.33104	0	0	1.42918	0	0	1.38116	0	2.73562	0	1.35872	0	0.784898	0	1.49414	2.60854	3.08915	0	1.16086	0	0	0	0	0	0	0	0	0	13.4976	3.70454	0	0	1.2038	0	0	0	3.00552	1.63163	0	0	1.12777	0	1.5494	0	0.72466	7.18118	0	0	0	0	0	0	0	1.08267	0	0	0	0	0	0	0	0	0
PWY-6519	248.343	164.796	172.301	0	15.2411	256.501	82.4947	105.24	35.7234	66.1386	51.3105	13.5097	11.3245	145.588	249.494	97.9079	169.594	25.797	73.3742	14.0275	130.802	110.463	125.572	96.2904	112.361	43.7967	149.758	64.4339	96.1384	27.9148	129.086	49.5501	70.626	101.734	90.3464	20.4953	72.1117	45.2464	158.469	87.6313	162.593	101.023	150.345	60.3322	78.7322	115.601	96.7374	52.1062	42.6275	56.4948	48.8965	49.0949	188.316	164.645	92.3442	291.284	120.019	239.911	87.214	104.013	135.856	219.637	0	100.735	133.944	183.735	168.851	119.979	53.154	105.926	119.436	106.07	130.797	35.8501	14.3382	113.117	58.2057	237.093	59.11	134.432	136.256	198.211	170.639	227.684	68.0685	110.484	163.32	170.591	147.846	196.458	182.889	96.3497	115.425	112.445	128.127	43.0821	161.802	80.6292	81.8541	89.4782	92.4994	125.937	77.4849	45.8171	132.787	14.3764	77.8491	40.2839	2.76101	238.035	55.9206	183.167	6.16549	51.6561
PWY-6527	164.647	228.364	237.108	514.664	50.2258	276.435	211.444	275.655	218.476	194.184	120.471	143.482	147.324	407.978	386.009	25.6431	229.272	276.075	308.306	274.933	183.997	167.133	268.939	191.345	200.92	500.827	350.071	294.966	242.891	114.271	298.793	203.56	268.047	369.794	312.803	169.132	417.601	250.734	389.414	240.965	222.946	267.218	235.602	314.995	209.59	152.039	287.202	379.112	223.753	318.191	310.718	171.53	289.975	226.078	202.447	280.801	348.17	199.073	324.594	329.525	223.451	159.229	265.494	254.114	406.199	212.471	151.394	158.356	269.465	270.26	223.822	162.787	204.828	243.71	330.902	100.724	256.242	228.237	262.019	332.616	127.799	186.475	118.112	169.453	446.552	370.106	261.279	207.595	243.756	283.958	170.282	290.988	336.238	436.401	304.064	294.734	143.819	216.118	98.6929	326.902	419.105	179.778	165.965	177.387	265.415	354.655	290.605	290.495	808.153	372.033	605.772	371.519	597.83	302.18
